学生姓名,课程类型,教师,课程序号,上课日期,中文星期,西班牙语星期,英语星期,西班牙时间,学生当地时间,时差,课时计算,当日学习内容,页数,教师反馈
Nina_395,小组课,Javier,L000391,2026-08-25,周二,martes,Tuesday,09:00,08:00,-1h,1.0,口语,11,完成本节内容
Tiger_010,小组课,Javier,L000391,2026年8月25日,周二,martes,Tuesday,09:00,15:00,+6h,1.0,复习,3,完成本节内容
Kevin_397,班课,Javier,L000391,2026-08-25,周二,martes,Tuesday,09:00,09:00,+0h,1.0,口语,6,完成本节内容
Alice_449,私教,Alba,L000392,2025-06-10,周二,martes,Tuesday,09:00,15:00,+6h,1.0,听力,12,课堂参与积极
Alice_449,私教,Alba（教务）,L000393,2025年6月17日,周二,martes,Tuesday,09:00,15:00,+6h,1.5,语法,14,语法掌握一般
Alice449,私教,Alba,L000394,06/24/2025,周二,martes,Tuesday,09:00,15:00,+6h,1.0,口语,7,完成本节内容
Alice449,一对一,Alba,L000395,2025-07-01,周二,martes,Tuesday,09:00,15:00,+6h,1.67,复习,2,完成本节内容
Alice_449,一对一,Alba,L000396,07/08/2025,周二,martes,Tuesday,09:00,15:00,+6h,1.0,听力,9,
Alice_449,私教,Alba,L000397,2025-07-15,周二,martes,Tuesday,09:00,15:00,+6h,1.0,阅读,8,完成本节内容
Alice_449,一对一,Alba,L000398,2025-07-22,周二,martes,Tuesday,09:00,13:00,+4h,1.0,口语,8,语法掌握一般
Alice_449,一对一,Alba,L000399,2025-07-29,周二,martes,Tuesday,09:00,15:00,+6h,1.0,阅读,1,需要加强口语练习
Alice_449,私教,Alba,L000400,2025年8月5日,周二,martes,Tuesday,09:00,15:00,+6h,1.0,阅读,10,语法掌握一般
Alice_449,私教,Alba,L000401,2025/08/12,周二,martes,Tuesday,09:00,15:00,+6h,1.0,语法,3,需要加强口语练习
Alice449,私教,Alba,L000402,2025-08-19,周二,martes,Tuesday,09:00,15:00,+6h,1.67,阅读,5,
Alice_449,1V1,Alba,L000403,08/26/2025,周二,martes,Tuesday,09:00,15:00,+6h,1.67,语法,3,课堂参与积极
Alice_449（教务）,1V1,Alba,L000404,2025/09/02,周二,martes,Tuesday,09:00,15:00,+6h,1.0,语法,12,完成本节内容
Alice_449,私教,Alba,L000405,2025/09/09,周二,martes,Tuesday,09:00,15:00,+6h,2.0,口语,7,课堂参与积极
Alice_449,私教,Alba,L000406,2025年9月16日,周二,martes,Tuesday,09:00,15:00,+6h,1.0,听力,5,
Alice449,1V1,Alba,L000407,2025-09-23,周二,martes,Tuesday,09:00,14:00,+5h,1.67,口语,4,语法掌握一般
Alice_449（教务）,私教,Alba,L000408,2025-09-30,周二,martes,Tuesday,09:00,15:00,+6h,1.67,复习,11,完成本节内容
Alice_449,一对一,Alba,L000409,10/07/2025,周二,martes,Tuesday,09:00,15:00,+6h,1.5,语法,6,语法掌握一般
Alice_449,私教,Alba,L000410,2025/10/14,周二,martes,Tuesday,09:00,14:00,+5h,1.0,听力,14,需要加强口语练习
Alice_449,1V1,Alba,L000411,2025/10/21,周二,martes,Tuesday,09:00,15:00,+6h,1.5,口语,5,完成本节内容
Alice_449,一对一,Alba,L000412,2025-10-28,周二,martes,Tuesday,09:00,16:00,+7h,2.0,听力,3,
Alice449,一对一,Alba,L000413,11/04/2025,周二,martes,Tuesday,09:00,16:00,+7h,2.0,阅读,6,课堂参与积极
Alice_449,一对一,Alba,L000414,2025-11-11,周二,martes,Tuesday,09:00,16:00,+7h,1.67,口语,13,课堂参与积极
Alice_449,私教,Alba,L000415,2025年11月18日,周二,martes,Tuesday,09:00,16:00,+7h,1.67,口语,14,完成本节内容
Alice_449,1V1,Alba,L000416,2025-11-25,周二,martes,Tuesday,09:00,17:00,+8h,1.0,口语,8,
Alice_449,1V1,Alba,L000417,2025年12月2日,周二,martes,Tuesday,09:00,16:00,+7h,1.0,语法,14,完成本节内容
Alice_449,私教,Alba,L000418,2025-12-09,周二,martes,Tuesday,09:00,16:00,+7h,1.0,听力,4,语法掌握一般
Alice_449,1V1,Alba,L000419,2025-12-16,周二,martes,Tuesday,09:00,16:00,+7h,1.0,阅读,2,课堂参与积极
Alice_449,一对一,Alba（教务）,L000420,12/23/2025,周二,martes,Tuesday,09:00,16:00,+7h,1.67,口语,1,完成本节内容
Alice_449,1V1,Alba,L000421,2025年12月30日,周二,martes,Tuesday,09:00,16:00,+7h,1.0,复习,5,语法掌握一般
Alice_449,一对一,Alba,L000422,2026-01-06,周二,martes,Tuesday,09:00,16:00,+7h,1.67,复习,9,课堂参与积极
Alice449,1V1,Alba,L000423,2026-01-13,周二,martes,Tuesday,09:00,16:00,+7h,1.67,听力,10,完成本节内容
Alice_449,1V1,Alba,L000424,2026-01-20,周二,martes,Tuesday,09:00,16:00,+7h,1.0,语法,12,
Alice_449,一对一,Alba,L000425,2026/01/27,周二,martes,Tuesday,09:00,16:00,+7h,1.0,口语,12,完成本节内容
Alice_449,一对一,Alba,L000426,2026-02-03,周二,martes,Tuesday,09:00,16:00,+7h,1.5,口语,3,完成本节内容
Alice_449,私教,Alba,L000427,2026/02/10,周二,martes,Tuesday,09:00,16:00,+7h,1.5,听力,2,课堂参与积极
Alice_449,一对一,Alba,L000428,2026-02-17,周二,martes,Tuesday,09:00,16:00,+7h,1.67,阅读,3,完成本节内容
Alice_449（教务）,1V1,Alba,L000429,2026-02-24,周二,martes,Tuesday,09:00,16:00,+7h,1.0,复习,9,语法掌握一般
Alice_449,一对一,Alba,L000430,2026-03-03,周二,martes,Tuesday,09:00,16:00,+7h,1.5,听力,3,需要加强口语练习
Alice449,一对一,Alba,L000431,2026年3月10日,周二,martes,Tuesday,09:00,13:00,+4h,1.0,语法,8,需要加强口语练习
Alice_449,一对一,Alba,L000432,2026-03-17,周二,martes,Tuesday,09:00,16:00,+7h,1.0,语法,14,完成本节内容
Alice_449,私教,Alba,L000433,2026-03-24,周二,martes,Tuesday,09:00,16:00,+7h,1.67,语法,11,
Alice_449,一对一,Alba,L000434,2026/03/31,周二,martes,Tuesday,09:00,15:00,+6h,1.0,听力,5,课堂参与积极
Alice_449,一对一,Alba,L000435,2026/04/07,周二,martes,Tuesday,09:00,15:00,+6h,1.0,阅读,8,课堂参与积极
Alice_449,1V1,Alba,L000436,2026/04/14,周二,martes,Tuesday,09:00,15:00,+6h,1.67,听力,10,完成本节内容
Alice449,一对一,Alba,L000437,2026/04/21,周二,martes,Tuesday,09:00,15:00,+6h,1.0,阅读,2,
Alice_449,私教,Alba（教务）,L000438,2026年4月28日,周二,martes,Tuesday,09:00,15:00,+6h,1.5,阅读,8,
Alice_449（教务）,私教,Alba,L000439,2026/05/05,周二,martes,Tuesday,09:00,15:00,+6h,1.0,复习,13,语法掌握一般
Alice_449,一对一,Alba,L000440,2026/05/12,周二,martes,Tuesday,09:00,15:00,+6h,1.0,口语,8,需要加强口语练习
Alice_449,一对一,Alba,L000441,2026年5月19日,周二,martes,Tuesday,09:00,15:00,+6h,1.0,复习,6,完成本节内容
Alice_449,一对一,Alba,L000442,2026年5月26日,周二,martes,Tuesday,09:00,15:00,+6h,1.0,听力,5,需要加强口语练习
Alice_449,一对一,Alba（教务）,L000443,06/02/2026,周二,martes,Tuesday,09:00,16:00,+7h,1.67,语法,1,课堂参与积极
Alice449,1V1,Alba,L000444,2026-06-09,周二,martes,Tuesday,09:00,15:00,+6h,1.67,语法,4,完成本节内容
Alice_449,一对一,Alba,L000445,06/16/2026,周二,martes,Tuesday,09:00,15:00,+6h,1.0,语法,3,课堂参与积极
Alice_449,1V1,Alba,L000446,2026年6月23日,周二,martes,Tuesday,09:00,14:00,+5h,1.67,阅读,14,
Alice_449,一对一,Alba（教务）,L000447,06/30/2026,周二,martes,Tuesday,09:00,15:00,+6h,1.0,口语,12,课堂参与积极
Alice_449,私教,Alba,L000448,2026-07-07,周二,martes,Tuesday,09:00,15:00,+6h,1.5,听力,7,完成本节内容
Alice449,私教,Alba,L000449,2026/07/14,周二,martes,Tuesday,09:00,15:00,+6h,1.0,口语,4,完成本节内容
Alice_449,1V1,Alba,L000450,2026/07/21,周二,martes,Tuesday,09:00,15:00,+6h,1.0,口语,5,需要加强口语练习
Alice449,1V1,Alba,L000451,2026/07/28,周二,martes,Tuesday,09:00,15:00,+6h,1.5,语法,10,完成本节内容
Alice_449,私教,Alba,L000452,08/04/2026,周二,martes,Tuesday,09:00,15:00,+6h,1.0,复习,14,语法掌握一般
Alice449,私教,Alba,L000453,08/11/2026,周二,martes,Tuesday,09:00,15:00,+6h,1.0,口语,5,需要加强口语练习
Alice_449,1V1,Alba,L000454,2026-08-18,周二,martes,Tuesday,09:00,15:00,+6h,1.0,复习,6,完成本节内容
Alice_449,一对一,Alba,L000455,2026-08-25,周二,martes,Tuesday,09:00,15:00,+6h,1.67,听力,4,语法掌握一般
Alice_199,小组课,Diego,L000456,2025-06-06,周五,viernes,Friday,21:00,16:00,-5h,1.0,阅读,13,课堂参与积极
Lucas_502,小组课,Diego,L000456,2025/06/06,周五,viernes,Friday,21:00,12:00,-9h,1.0,口语,11,课堂参与积极
Alice199,班课,Diego,L000457,2025年6月13日,周五,viernes,Friday,21:00,15:00,-6h,1.67,阅读,4,
Lucas_502,小组课,Diego,L000457,2025-06-13,周五,viernes,Friday,21:00,12:00,-9h,1.67,复习,4,
Alice_199,班课,Diego,L000458,2025年6月20日,周五,viernes,Friday,21:00,15:00,-6h,2.0,口语,1,
Lucas_502,小组课,Diego,L000458,2025/06/20,周五,viernes,Friday,21:00,12:00,-9h,2.0,阅读,3,
Alice199,班课,Diego,L000459,2025-06-27,周五,viernes,Friday,21:00,14:00,-7h,1.67,语法,14,语法掌握一般
Lucas_502,班课,Diego,L000459,2025-06-27,周五,viernes,Friday,21:00,12:00,-9h,1.67,复习,12,语法掌握一般
Alice_199,班课,Diego,L000460,2025年7月4日,周五,viernes,Friday,21:00,18:00,-3h,1.0,口语,1,需要加强口语练习
Lucas_502,小组课,Diego,L000460,2025-07-04,周五,viernes,Friday,21:00,12:00,-9h,1.0,阅读,2,需要加强口语练习
Alice_199,小组课,Diego,L000461,2025/07/11,周五,viernes,Friday,21:00,14:00,-7h,2.0,听力,6,
Lucas_502,班课,Diego,L000461,2025-07-11,周五,viernes,Friday,21:00,12:00,-9h,2.0,听力,12,
Alice_199,班课,Diego,L000462,2025-07-18,周五,viernes,Friday,21:00,15:00,-6h,1.67,听力,2,需要加强口语练习
Lucas_502（教务）,小组课,Diego（教务）,L000462,2025-07-18,周五,viernes,Friday,21:00,12:00,-9h,1.67,听力,2,需要加强口语练习
Alice199,班课,Diego,L000463,2025-07-25,周五,viernes,Friday,21:00,15:00,-6h,1.0,复习,12,完成本节内容
Lucas_502,班课,Diego,L000463,2025/07/25,周五,viernes,Friday,21:00,12:00,-9h,1.0,阅读,10,完成本节内容
Alice_199,小组课,Diego（教务）,L000464,2025-08-01,周五,viernes,Friday,21:00,16:00,-5h,1.0,语法,3,
Lucas_502,班课,Diego,L000464,2025年8月1日,周五,viernes,Friday,21:00,12:00,-9h,1.0,复习,7,
Alice_199,班课,Diego,L000465,2025年8月8日,周五,viernes,Friday,21:00,15:00,-6h,1.67,口语,2,语法掌握一般
Lucas_502,小组课,Diego,L000465,2025-08-08,周五,viernes,Friday,21:00,12:00,-9h,1.67,阅读,13,语法掌握一般
Alice199,班课,Diego,L000466,2025-08-15,周五,viernes,Friday,21:00,15:00,-6h,1.5,听力,11,需要加强口语练习
Lucas502,班课,Diego,L000466,2025-08-15,周五,viernes,Friday,21:00,12:00,-9h,1.5,口语,5,需要加强口语练习
Alice_199,班课,Diego,L000467,2025/08/22,周五,viernes,Friday,21:00,15:00,-6h,1.67,语法,5,语法掌握一般
Lucas_502,班课,Diego,L000467,2025/08/22,周五,viernes,Friday,21:00,12:00,-9h,1.67,口语,5,语法掌握一般
Alice_199,班课,Diego,L000468,2025-08-29,周五,viernes,Friday,21:00,15:00,-6h,1.0,复习,10,完成本节内容
Lucas_502,班课,Diego（教务）,L000468,2025/08/29,周五,viernes,Friday,21:00,13:00,-8h,1.0,阅读,6,完成本节内容
Alice_199,班课,Diego,L000469,2025-09-05,周五,viernes,Friday,21:00,15:00,-6h,1.67,听力,6,
Lucas502,小组课,Diego,L000469,2025-09-05,周五,viernes,Friday,21:00,12:00,-9h,1.67,听力,5,
Alice_199,班课,Diego,L000470,2025年9月12日,周五,viernes,Friday,21:00,14:00,-7h,1.5,口语,1,完成本节内容
Lucas502,班课,Diego（教务）,L000470,2025-09-12,周五,viernes,Friday,21:00,12:00,-9h,1.5,语法,9,完成本节内容
Alice_199,小组课,Diego,L000471,09/19/2025,周五,viernes,Friday,21:00,15:00,-6h,1.5,口语,6,语法掌握一般
Lucas_502,班课,Diego,L000471,2025年9月19日,周五,viernes,Friday,21:00,12:00,-9h,1.5,语法,12,语法掌握一般
Alice199,班课,Diego,L000472,2025年9月26日,周五,viernes,Friday,21:00,15:00,-6h,1.5,听力,1,完成本节内容
Lucas502,小组课,Diego,L000472,2025-09-26,周五,viernes,Friday,21:00,12:00,-9h,1.5,口语,3,完成本节内容
Alice_199（教务）,小组课,Diego,L000473,2025-10-03,周五,viernes,Friday,21:00,15:00,-6h,1.0,口语,12,
Lucas_502,小组课,Diego,L000473,2025/10/03,周五,viernes,Friday,21:00,12:00,-9h,1.0,语法,7,
Alice199,小组课,Diego,L000474,2025-10-10,周五,viernes,Friday,21:00,15:00,-6h,1.0,语法,6,完成本节内容
Lucas_502,班课,Diego,L000474,2025-10-10,周五,viernes,Friday,21:00,12:00,-9h,1.0,复习,7,完成本节内容
Alice_199,班课,Diego,L000475,10/17/2025,周五,viernes,Friday,21:00,15:00,-6h,1.67,语法,10,需要加强口语练习
Lucas_502,班课,Diego,L000475,2025-10-17,周五,viernes,Friday,21:00,12:00,-9h,1.67,复习,2,需要加强口语练习
Alice_199,班课,Diego,L000476,2025-10-24,周五,viernes,Friday,21:00,15:00,-6h,1.0,语法,1,需要加强口语练习
Lucas_502,小组课,Diego,L000476,2025/10/24,周五,viernes,Friday,21:00,12:00,-9h,1.0,口语,12,需要加强口语练习
Alice_199,班课,Diego,L000477,2025年10月31日,周五,viernes,Friday,21:00,15:00,-6h,1.0,口语,11,完成本节内容
Lucas502,班课,Diego,L000477,2025年10月31日,周五,viernes,Friday,21:00,13:00,-8h,1.0,听力,3,完成本节内容
Alice_199,小组课,Diego,L000478,2025-11-07,周五,viernes,Friday,21:00,15:00,-6h,1.0,阅读,4,完成本节内容
Lucas502,小组课,Diego,L000478,2025年11月7日,周五,viernes,Friday,21:00,12:00,-9h,1.0,阅读,6,完成本节内容
Alice_199,小组课,Diego,L000479,2025-11-14,周五,viernes,Friday,21:00,15:00,-6h,1.67,语法,11,
Lucas_502,班课,Diego（教务）,L000479,2025-11-14,周五,viernes,Friday,21:00,12:00,-9h,1.67,语法,1,
Alice_199,小组课,Diego,L000480,11/21/2025,周五,viernes,Friday,21:00,15:00,-6h,1.0,口语,2,
Lucas_502,小组课,Diego,L000480,2025/11/21,周五,viernes,Friday,21:00,11:00,-10h,1.0,口语,8,
Alice_199,班课,Diego,L000481,2025-11-28,周五,viernes,Friday,21:00,15:00,-6h,1.5,语法,11,课堂参与积极
Lucas_502,小组课,Diego,L000481,2025-11-28,周五,viernes,Friday,21:00,12:00,-9h,1.5,语法,11,课堂参与积极
Alice_199,小组课,Diego（教务）,L000482,2025-12-05,周五,viernes,Friday,21:00,15:00,-6h,1.0,听力,2,需要加强口语练习
Lucas_502,小组课,Diego,L000482,2025-12-05,周五,viernes,Friday,21:00,12:00,-9h,1.0,口语,8,需要加强口语练习
Alice199,班课,Diego,L000483,12/12/2025,周五,viernes,Friday,21:00,15:00,-6h,2.0,语法,8,完成本节内容
Lucas_502,班课,Diego,L000483,12/12/2025,周五,viernes,Friday,21:00,12:00,-9h,2.0,口语,3,完成本节内容
Alice_199,班课,Diego,L000484,2025/12/19,周五,viernes,Friday,21:00,15:00,-6h,1.67,语法,11,需要加强口语练习
Lucas_502,班课,Diego,L000484,2025-12-19,周五,viernes,Friday,21:00,12:00,-9h,1.67,阅读,4,需要加强口语练习
Alice_199,小组课,Diego,L000485,2025-12-26,周五,viernes,Friday,21:00,15:00,-6h,1.5,口语,12,
Lucas_502,班课,Diego,L000485,2025-12-26,周五,viernes,Friday,21:00,12:00,-9h,1.5,口语,4,
Alice_199,小组课,Diego,L000486,2026-01-02,周五,viernes,Friday,21:00,15:00,-6h,1.5,口语,4,语法掌握一般
Lucas_502（教务）,小组课,Diego,L000486,01/02/2026,周五,viernes,Friday,21:00,12:00,-9h,1.5,阅读,11,语法掌握一般
Alice_199,小组课,Diego,L000487,2026/01/09,周五,viernes,Friday,21:00,15:00,-6h,1.0,口语,8,课堂参与积极
Lucas502,小组课,Diego,L000487,2026-01-09,周五,viernes,Friday,21:00,12:00,-9h,1.0,语法,8,课堂参与积极
Alice_199,班课,Diego,L000488,2026/01/16,周五,viernes,Friday,21:00,15:00,-6h,1.0,口语,11,语法掌握一般
Lucas_502,小组课,Diego,L000488,2026/01/16,周五,viernes,Friday,21:00,12:00,-9h,1.0,复习,4,语法掌握一般
Alice_199,班课,Diego,L000489,2026/01/23,周五,viernes,Friday,21:00,15:00,-6h,1.67,语法,4,语法掌握一般
Lucas502,小组课,Diego,L000489,2026-01-23,周五,viernes,Friday,21:00,12:00,-9h,1.67,语法,1,语法掌握一般
Alice_199,班课,Diego,L000490,2026年1月30日,周五,viernes,Friday,21:00,14:00,-7h,1.67,口语,11,需要加强口语练习
Lucas_502,班课,Diego,L000490,2026-01-30,周五,viernes,Friday,21:00,10:00,-11h,1.67,口语,9,需要加强口语练习
Alice_199,小组课,Diego,L000491,2026-02-06,周五,viernes,Friday,21:00,15:00,-6h,1.0,口语,9,完成本节内容
Lucas_502,小组课,Diego,L000491,2026-02-06,周五,viernes,Friday,21:00,12:00,-9h,1.0,语法,12,完成本节内容
Alice199,小组课,Diego,L000492,2026年2月13日,周五,viernes,Friday,21:00,15:00,-6h,1.0,语法,14,课堂参与积极
Lucas_502,小组课,Diego,L000492,2026/02/13,周五,viernes,Friday,21:00,12:00,-9h,1.0,听力,13,课堂参与积极
Alice199,班课,Diego,L000493,2026-02-20,周五,viernes,Friday,21:00,15:00,-6h,1.67,阅读,14,需要加强口语练习
Lucas_502（教务）,班课,Diego,L000493,2026-02-20,周五,viernes,Friday,21:00,12:00,-9h,1.67,语法,1,需要加强口语练习
Alice_199,班课,Diego,L000494,2026-02-27,周五,viernes,Friday,21:00,15:00,-6h,1.0,听力,3,需要加强口语练习
Lucas_502,小组课,Diego,L000494,2026/02/27,周五,viernes,Friday,21:00,12:00,-9h,1.0,阅读,14,需要加强口语练习
Alice_199,班课,Diego,L000495,03/06/2026,周五,viernes,Friday,21:00,15:00,-6h,1.67,复习,12,语法掌握一般
Lucas_502,班课,Diego,L000495,2026/03/06,周五,viernes,Friday,21:00,12:00,-9h,1.67,口语,1,语法掌握一般
Alice199,班课,Diego,L000496,2026-03-13,周五,viernes,Friday,21:00,16:00,-5h,1.0,口语,6,完成本节内容
Lucas502,小组课,Diego,L000496,2026年3月13日,周五,viernes,Friday,21:00,13:00,-8h,1.0,语法,5,完成本节内容
Alice_199,班课,Diego,L000497,2026/03/20,周五,viernes,Friday,21:00,16:00,-5h,2.0,口语,8,需要加强口语练习
Lucas_502,班课,Diego,L000497,03/20/2026,周五,viernes,Friday,21:00,13:00,-8h,2.0,语法,3,需要加强口语练习
Alice199,小组课,Diego,L000498,2026-03-27,周五,viernes,Friday,21:00,16:00,-5h,2.0,语法,11,语法掌握一般
Lucas_502,班课,Diego,L000498,2026/03/27,周五,viernes,Friday,21:00,13:00,-8h,2.0,口语,5,语法掌握一般
Alice199,小组课,Diego,L000499,2026年4月3日,周五,viernes,Friday,21:00,15:00,-6h,1.5,口语,4,课堂参与积极
Lucas_502（教务）,班课,Diego,L000499,2026-04-03,周五,viernes,Friday,21:00,12:00,-9h,1.5,阅读,3,课堂参与积极
Alice_199,班课,Diego,L000500,2026/04/10,周五,viernes,Friday,21:00,15:00,-6h,1.5,听力,13,课堂参与积极
Lucas_502,班课,Diego,L000500,2026-04-10,周五,viernes,Friday,21:00,12:00,-9h,1.5,语法,12,课堂参与积极
Alice199,班课,Diego,L000501,2026-04-17,周五,viernes,Friday,21:00,15:00,-6h,1.0,语法,10,完成本节内容
Lucas_502,小组课,Diego,L000501,04/17/2026,周五,viernes,Friday,21:00,12:00,-9h,1.0,口语,4,完成本节内容
Alice199,班课,Diego,L000502,2026-04-24,周五,viernes,Friday,21:00,15:00,-6h,1.5,口语,5,语法掌握一般
Lucas_502,小组课,Diego,L000502,2026年4月24日,周五,viernes,Friday,21:00,12:00,-9h,1.5,语法,14,语法掌握一般
Alice_199,小组课,Diego,L000503,2026-05-01,周五,viernes,Friday,21:00,15:00,-6h,1.67,阅读,2,课堂参与积极
Lucas_502,小组课,Diego,L000503,2026/05/01,周五,viernes,Friday,21:00,12:00,-9h,1.67,语法,2,课堂参与积极
Alice_199,小组课,Diego,L000504,05/08/2026,周五,viernes,Friday,21:00,15:00,-6h,1.5,阅读,6,课堂参与积极
Lucas_502,小组课,Diego,L000504,05/08/2026,周五,viernes,Friday,21:00,12:00,-9h,1.5,口语,12,课堂参与积极
Alice_199,小组课,Diego,L000505,2026/05/15,周五,viernes,Friday,21:00,15:00,-6h,1.67,复习,13,完成本节内容
Lucas_502,班课,Diego,L000505,2026-05-15,周五,viernes,Friday,21:00,12:00,-9h,1.67,口语,7,完成本节内容
Alice_199（教务）,班课,Diego,L000506,05/22/2026,周五,viernes,Friday,21:00,15:00,-6h,1.0,阅读,11,
Lucas_502（教务）,小组课,Diego,L000506,2026-05-22,周五,viernes,Friday,21:00,12:00,-9h,1.0,语法,2,
Alice_199,小组课,Diego,L000507,2026-05-29,周五,viernes,Friday,21:00,15:00,-6h,1.67,口语,6,需要加强口语练习
Lucas_502,小组课,Diego,L000507,2026-05-29,周五,viernes,Friday,21:00,12:00,-9h,1.67,语法,8,需要加强口语练习
Alice_199,小组课,Diego（教务）,L000508,2026年6月5日,周五,viernes,Friday,21:00,15:00,-6h,1.0,口语,13,课堂参与积极
Lucas_502（教务）,小组课,Diego,L000508,2026-06-05,周五,viernes,Friday,21:00,12:00,-9h,1.0,口语,14,课堂参与积极
Alice_199（教务）,班课,Diego,L000509,2026-06-12,周五,viernes,Friday,21:00,15:00,-6h,1.0,阅读,2,语法掌握一般
Lucas502,小组课,Diego,L000509,2026年6月12日,周五,viernes,Friday,21:00,12:00,-9h,1.0,阅读,10,语法掌握一般
Alice199,小组课,Diego,L000510,06/19/2026,周五,viernes,Friday,21:00,15:00,-6h,1.0,听力,9,需要加强口语练习
Lucas502,小组课,Diego,L000510,2026-06-19,周五,viernes,Friday,21:00,11:00,-10h,1.0,口语,10,需要加强口语练习
Alice_199,班课,Diego,L000511,2026/06/26,周五,viernes,Friday,21:00,15:00,-6h,1.5,语法,3,语法掌握一般
Lucas502,小组课,Diego,L000511,2026-06-26,周五,viernes,Friday,21:00,12:00,-9h,1.5,听力,6,语法掌握一般
Alice_199,班课,Diego,L000512,2026-07-03,周五,viernes,Friday,21:00,15:00,-6h,2.0,口语,13,语法掌握一般
Lucas502,班课,Diego,L000512,2026-07-03,周五,viernes,Friday,21:00,11:00,-10h,2.0,阅读,2,语法掌握一般
Alice_199,小组课,Diego,L000513,2026年7月10日,周五,viernes,Friday,21:00,15:00,-6h,1.5,语法,13,课堂参与积极
Lucas502,小组课,Diego,L000513,07/10/2026,周五,viernes,Friday,21:00,12:00,-9h,1.5,阅读,3,课堂参与积极
Alice199,小组课,Diego,L000514,2026-07-17,周五,viernes,Friday,21:00,15:00,-6h,2.0,语法,7,语法掌握一般
Lucas_502,班课,Diego,L000514,2026-07-17,周五,viernes,Friday,21:00,12:00,-9h,2.0,口语,4,语法掌握一般
Alice_199,班课,Diego（教务）,L000515,2026-07-24,周五,viernes,Friday,21:00,15:00,-6h,2.0,复习,7,需要加强口语练习
Lucas_502,班课,Diego,L000515,2026-07-24,周五,viernes,Friday,21:00,13:00,-8h,2.0,语法,11,需要加强口语练习
Alice_199,小组课,Diego,L000516,2026/07/31,周五,viernes,Friday,21:00,16:00,-5h,1.5,听力,14,需要加强口语练习
Lucas_502,小组课,Diego,L000516,07/31/2026,周五,viernes,Friday,21:00,12:00,-9h,1.5,语法,1,需要加强口语练习
Alice_199,小组课,Diego,L000517,2026-08-07,周五,viernes,Friday,21:00,15:00,-6h,1.5,语法,12,
Lucas_502,班课,Diego,L000517,2026/08/07,周五,viernes,Friday,21:00,12:00,-9h,1.5,语法,2,
Alice_199（教务）,班课,Diego,L000518,2026年8月14日,周五,viernes,Friday,21:00,15:00,-6h,1.0,听力,5,完成本节内容
Lucas_502（教务）,小组课,Diego,L000518,08/14/2026,周五,viernes,Friday,21:00,12:00,-9h,1.0,听力,5,完成本节内容
Alice199,小组课,Diego,L000519,2026年8月21日,周五,viernes,Friday,21:00,15:00,-6h,1.0,语法,1,完成本节内容
Lucas_502（教务）,小组课,Diego（教务）,L000519,08/21/2026,周五,viernes,Friday,21:00,12:00,-9h,1.0,口语,3,完成本节内容
Alice_199,小组课,Diego,L000520,2026-08-28,周五,viernes,Friday,21:00,15:00,-6h,1.0,阅读,1,语法掌握一般
Lucas_502,小组课,Diego,L000520,2026-08-28,周五,viernes,Friday,21:00,12:00,-9h,1.0,阅读,7,语法掌握一般
Ryan_182,一对一,Carmen,L000521,05/23/2026,周六,sábado,Saturday,18:00,17:00,-1h,1.0,口语,8,
Ryan_182,1V1,Carmen,L000522,2026-05-30,周六,sábado,Saturday,18:00,19:00,+1h,2.0,阅读,12,语法掌握一般
Ryan_182,1V1,Carmen,L000523,06/06/2026,周六,sábado,Saturday,18:00,18:00,+0h,1.0,听力,11,完成本节内容
Ryan_182,1V1,Carmen,L000524,06/13/2026,周六,sábado,Saturday,18:00,18:00,+0h,1.67,口语,3,完成本节内容
Ryan_182,私教,Carmen,L000525,2026/06/20,周六,sábado,Saturday,18:00,19:00,+1h,1.67,听力,2,课堂参与积极
Ryan_182,1V1,Carmen,L000526,2026-06-27,周六,sábado,Saturday,18:00,18:00,+0h,1.0,语法,6,课堂参与积极
Ryan_182,1V1,Carmen,L000527,2026-07-04,周六,sábado,Saturday,18:00,18:00,+0h,1.67,阅读,6,需要加强口语练习
Ryan_182,一对一,Carmen,L000528,07/11/2026,周六,sábado,Saturday,18:00,18:00,+0h,2.0,口语,7,课堂参与积极
Ryan_182,一对一,Carmen,L000529,2026年7月18日,周六,sábado,Saturday,18:00,18:00,+0h,1.67,口语,1,需要加强口语练习
Ryan_182,私教,Carmen,L000530,07/25/2026,周六,sábado,Saturday,18:00,18:00,+0h,1.5,阅读,8,完成本节内容
Ryan_182,一对一,Carmen,L000531,2026/08/01,周六,sábado,Saturday,18:00,18:00,+0h,2.0,阅读,5,完成本节内容
Ryan182,私教,Carmen,L000532,2026/08/08,周六,sábado,Saturday,18:00,18:00,+0h,1.0,语法,11,语法掌握一般
Ryan182,私教,Carmen,L000533,08/15/2026,周六,sábado,Saturday,18:00,18:00,+0h,2.0,口语,10,需要加强口语练习
Ryan_182,1V1,Carmen,L000534,2026-08-22,周六,sábado,Saturday,18:00,18:00,+0h,1.0,阅读,10,
Ryan_182,一对一,Carmen,L000535,2026-08-29,周六,sábado,Saturday,18:00,18:00,+0h,1.67,语法,2,完成本节内容
Ethan_130,班课,Sandra,L000536,2025-08-17,周日,domingo,Sunday,15:00,21:00,+6h,1.67,口语,1,
Chloe_231,班课,Sandra,L000536,2025年8月17日,周日,domingo,Sunday,15:00,15:00,+0h,1.67,语法,3,
